2023-07-08 13:10:59,831 INFO  - Initialize application (at simulation time 8.000,000,000 s)
2023-07-08 13:10:59,919 INFO  - VEHICLE:veh_0 (at simulation time 56.001,900,000 s)
2023-07-08 13:10:59,919 INFO  - GEOLOCATION:GeoPoint{lat=52.512765,lon=13.326656,alt=0.00} (at simulation time 56.001,900,000 s)
2023-07-08 13:10:59,920 INFO  - VEHICLE:veh_0 (at simulation time 56.101,400,000 s)
2023-07-08 13:10:59,920 INFO  - GEOLOCATION:GeoPoint{lat=52.512765,lon=13.326656,alt=0.00} (at simulation time 56.101,400,000 s)
2023-07-08 13:10:59,920 INFO  - VEHICLE:veh_0 (at simulation time 56.200,900,000 s)
2023-07-08 13:10:59,920 INFO  - GEOLOCATION:GeoPoint{lat=52.512765,lon=13.326656,alt=0.00} (at simulation time 56.200,900,000 s)
2023-07-08 13:10:59,920 INFO  - VEHICLE:veh_0 (at simulation time 56.300,400,000 s)
2023-07-08 13:10:59,920 INFO  - GEOLOCATION:GeoPoint{lat=52.512765,lon=13.326656,alt=0.00} (at simulation time 56.300,400,000 s)
2023-07-08 13:10:59,920 INFO  - VEHICLE:veh_0 (at simulation time 56.402,400,000 s)
2023-07-08 13:10:59,920 INFO  - GEOLOCATION:GeoPoint{lat=52.512765,lon=13.326656,alt=0.00} (at simulation time 56.402,400,000 s)
2023-07-08 13:10:59,920 INFO  - VEHICLE:veh_0 (at simulation time 56.501,400,000 s)
2023-07-08 13:10:59,920 INFO  - GEOLOCATION:GeoPoint{lat=52.512765,lon=13.326656,alt=0.00} (at simulation time 56.501,400,000 s)
2023-07-08 13:10:59,921 INFO  - VEHICLE:veh_0 (at simulation time 56.600,400,000 s)
2023-07-08 13:10:59,921 INFO  - GEOLOCATION:GeoPoint{lat=52.512765,lon=13.326656,alt=0.00} (at simulation time 56.600,400,000 s)
2023-07-08 13:10:59,921 INFO  - VEHICLE:veh_0 (at simulation time 56.701,400,000 s)
2023-07-08 13:10:59,921 INFO  - GEOLOCATION:GeoPoint{lat=52.512765,lon=13.326656,alt=0.00} (at simulation time 56.701,400,000 s)
2023-07-08 13:10:59,921 INFO  - VEHICLE:veh_0 (at simulation time 56.801,400,000 s)
2023-07-08 13:10:59,921 INFO  - GEOLOCATION:GeoPoint{lat=52.512765,lon=13.326656,alt=0.00} (at simulation time 56.801,400,000 s)
2023-07-08 13:10:59,921 INFO  - VEHICLE:veh_0 (at simulation time 56.900,400,000 s)
2023-07-08 13:10:59,921 INFO  - GEOLOCATION:GeoPoint{lat=52.512765,lon=13.326656,alt=0.00} (at simulation time 56.900,400,000 s)
2023-07-08 13:10:59,922 INFO  - VEHICLE:veh_0 (at simulation time 57.002,400,000 s)
2023-07-08 13:10:59,922 INFO  - GEOLOCATION:GeoPoint{lat=52.512772,lon=13.326760,alt=0.00} (at simulation time 57.002,400,000 s)
2023-07-08 13:10:59,922 INFO  - VEHICLE:veh_0 (at simulation time 57.101,900,000 s)
2023-07-08 13:10:59,923 INFO  - GEOLOCATION:GeoPoint{lat=52.512772,lon=13.326760,alt=0.00} (at simulation time 57.101,900,000 s)
2023-07-08 13:10:59,923 INFO  - VEHICLE:veh_0 (at simulation time 57.201,400,000 s)
2023-07-08 13:10:59,923 INFO  - GEOLOCATION:GeoPoint{lat=52.512772,lon=13.326760,alt=0.00} (at simulation time 57.201,400,000 s)
2023-07-08 13:10:59,923 INFO  - VEHICLE:veh_0 (at simulation time 57.301,900,000 s)
2023-07-08 13:10:59,923 INFO  - GEOLOCATION:GeoPoint{lat=52.512772,lon=13.326760,alt=0.00} (at simulation time 57.301,900,000 s)
2023-07-08 13:10:59,923 INFO  - VEHICLE:veh_0 (at simulation time 57.401,900,000 s)
2023-07-08 13:10:59,923 INFO  - GEOLOCATION:GeoPoint{lat=52.512772,lon=13.326760,alt=0.00} (at simulation time 57.401,900,000 s)
2023-07-08 13:10:59,923 INFO  - VEHICLE:veh_0 (at simulation time 57.500,900,000 s)
2023-07-08 13:10:59,923 INFO  - GEOLOCATION:GeoPoint{lat=52.512772,lon=13.326760,alt=0.00} (at simulation time 57.500,900,000 s)
2023-07-08 13:10:59,923 INFO  - VEHICLE:veh_0 (at simulation time 57.601,900,000 s)
2023-07-08 13:10:59,923 INFO  - GEOLOCATION:GeoPoint{lat=52.512772,lon=13.326760,alt=0.00} (at simulation time 57.601,900,000 s)
2023-07-08 13:10:59,924 INFO  - VEHICLE:veh_0 (at simulation time 57.702,400,000 s)
2023-07-08 13:10:59,924 INFO  - GEOLOCATION:GeoPoint{lat=52.512772,lon=13.326760,alt=0.00} (at simulation time 57.702,400,000 s)
2023-07-08 13:10:59,924 INFO  - VEHICLE:veh_0 (at simulation time 57.800,400,000 s)
2023-07-08 13:10:59,924 INFO  - GEOLOCATION:GeoPoint{lat=52.512772,lon=13.326760,alt=0.00} (at simulation time 57.800,400,000 s)
2023-07-08 13:10:59,924 INFO  - VEHICLE:veh_0 (at simulation time 57.902,400,000 s)
2023-07-08 13:10:59,924 INFO  - GEOLOCATION:GeoPoint{lat=52.512772,lon=13.326760,alt=0.00} (at simulation time 57.902,400,000 s)
2023-07-08 13:10:59,925 INFO  - VEHICLE:veh_0 (at simulation time 58.001,900,000 s)
2023-07-08 13:10:59,925 INFO  - GEOLOCATION:GeoPoint{lat=52.512779,lon=13.326877,alt=0.00} (at simulation time 58.001,900,000 s)
2023-07-08 13:10:59,925 INFO  - VEHICLE:veh_0 (at simulation time 58.101,400,000 s)
2023-07-08 13:10:59,925 INFO  - GEOLOCATION:GeoPoint{lat=52.512779,lon=13.326877,alt=0.00} (at simulation time 58.101,400,000 s)
2023-07-08 13:10:59,925 INFO  - VEHICLE:veh_0 (at simulation time 58.200,400,000 s)
2023-07-08 13:10:59,925 INFO  - GEOLOCATION:GeoPoint{lat=52.512779,lon=13.326877,alt=0.00} (at simulation time 58.200,400,000 s)
2023-07-08 13:10:59,925 INFO  - VEHICLE:veh_0 (at simulation time 58.300,900,000 s)
2023-07-08 13:10:59,926 INFO  - GEOLOCATION:GeoPoint{lat=52.512779,lon=13.326877,alt=0.00} (at simulation time 58.300,900,000 s)
2023-07-08 13:10:59,926 INFO  - VEHICLE:veh_0 (at simulation time 58.400,400,000 s)
2023-07-08 13:10:59,926 INFO  - GEOLOCATION:GeoPoint{lat=52.512779,lon=13.326877,alt=0.00} (at simulation time 58.400,400,000 s)
2023-07-08 13:10:59,926 INFO  - VEHICLE:veh_0 (at simulation time 58.500,400,000 s)
2023-07-08 13:10:59,926 INFO  - GEOLOCATION:GeoPoint{lat=52.512779,lon=13.326877,alt=0.00} (at simulation time 58.500,400,000 s)
2023-07-08 13:10:59,926 INFO  - VEHICLE:veh_0 (at simulation time 58.600,900,000 s)
2023-07-08 13:10:59,926 INFO  - GEOLOCATION:GeoPoint{lat=52.512779,lon=13.326877,alt=0.00} (at simulation time 58.600,900,000 s)
2023-07-08 13:10:59,926 INFO  - VEHICLE:veh_0 (at simulation time 58.701,900,000 s)
2023-07-08 13:10:59,926 INFO  - GEOLOCATION:GeoPoint{lat=52.512779,lon=13.326877,alt=0.00} (at simulation time 58.701,900,000 s)
2023-07-08 13:10:59,926 INFO  - VEHICLE:veh_0 (at simulation time 58.800,900,000 s)
2023-07-08 13:10:59,926 INFO  - GEOLOCATION:GeoPoint{lat=52.512779,lon=13.326877,alt=0.00} (at simulation time 58.800,900,000 s)
2023-07-08 13:10:59,927 INFO  - VEHICLE:veh_0 (at simulation time 58.900,900,000 s)
2023-07-08 13:10:59,927 INFO  - GEOLOCATION:GeoPoint{lat=52.512779,lon=13.326877,alt=0.00} (at simulation time 58.900,900,000 s)
2023-07-08 13:10:59,928 INFO  - VEHICLE:veh_0 (at simulation time 59.002,400,000 s)
2023-07-08 13:10:59,928 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327010,alt=0.00} (at simulation time 59.002,400,000 s)
2023-07-08 13:10:59,928 INFO  - VEHICLE:veh_0 (at simulation time 59.101,400,000 s)
2023-07-08 13:10:59,928 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327010,alt=0.00} (at simulation time 59.101,400,000 s)
2023-07-08 13:10:59,928 INFO  - VEHICLE:veh_0 (at simulation time 59.201,900,000 s)
2023-07-08 13:10:59,928 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327010,alt=0.00} (at simulation time 59.201,900,000 s)
2023-07-08 13:10:59,928 INFO  - VEHICLE:veh_0 (at simulation time 59.301,400,000 s)
2023-07-08 13:10:59,928 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327010,alt=0.00} (at simulation time 59.301,400,000 s)
2023-07-08 13:10:59,928 INFO  - VEHICLE:veh_0 (at simulation time 59.401,400,000 s)
2023-07-08 13:10:59,928 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327010,alt=0.00} (at simulation time 59.401,400,000 s)
2023-07-08 13:10:59,929 INFO  - VEHICLE:veh_0 (at simulation time 59.501,900,000 s)
2023-07-08 13:10:59,929 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327010,alt=0.00} (at simulation time 59.501,900,000 s)
2023-07-08 13:10:59,929 INFO  - VEHICLE:veh_0 (at simulation time 59.602,400,000 s)
2023-07-08 13:10:59,929 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327010,alt=0.00} (at simulation time 59.602,400,000 s)
2023-07-08 13:10:59,929 INFO  - VEHICLE:veh_0 (at simulation time 59.701,900,000 s)
2023-07-08 13:10:59,929 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327010,alt=0.00} (at simulation time 59.701,900,000 s)
2023-07-08 13:10:59,929 INFO  - VEHICLE:veh_0 (at simulation time 59.800,900,000 s)
2023-07-08 13:10:59,929 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327010,alt=0.00} (at simulation time 59.800,900,000 s)
2023-07-08 13:10:59,929 INFO  - VEHICLE:veh_0 (at simulation time 59.901,900,000 s)
2023-07-08 13:10:59,929 INFO  - GEOLOCATION:GeoPoint{lat=52.512787,lon=13.327010,alt=0.00} (at simulation time 59.901,900,000 s)
2023-07-08 13:10:59,932 INFO  - VEHICLE:veh_0 (at simulation time 60.001,900,000 s)
2023-07-08 13:10:59,932 INFO  - GEOLOCATION:GeoPoint{lat=52.512797,lon=13.327162,alt=0.00} (at simulation time 60.001,900,000 s)
2023-07-08 13:10:59,932 INFO  - VEHICLE:veh_0 (at simulation time 60.101,900,000 s)
2023-07-08 13:10:59,932 INFO  - GEOLOCATION:GeoPoint{lat=52.512797,lon=13.327162,alt=0.00} (at simulation time 60.101,900,000 s)
2023-07-08 13:10:59,932 INFO  - VEHICLE:veh_0 (at simulation time 60.202,400,000 s)
2023-07-08 13:10:59,932 INFO  - GEOLOCATION:GeoPoint{lat=52.512797,lon=13.327162,alt=0.00} (at simulation time 60.202,400,000 s)
2023-07-08 13:10:59,932 INFO  - VEHICLE:veh_0 (at simulation time 60.301,400,000 s)
2023-07-08 13:10:59,932 INFO  - GEOLOCATION:GeoPoint{lat=52.512797,lon=13.327162,alt=0.00} (at simulation time 60.301,400,000 s)
2023-07-08 13:10:59,932 INFO  - VEHICLE:veh_0 (at simulation time 60.401,900,000 s)
2023-07-08 13:10:59,932 INFO  - GEOLOCATION:GeoPoint{lat=52.512797,lon=13.327162,alt=0.00} (at simulation time 60.401,900,000 s)
2023-07-08 13:10:59,933 INFO  - VEHICLE:veh_0 (at simulation time 60.500,900,000 s)
2023-07-08 13:10:59,933 INFO  - GEOLOCATION:GeoPoint{lat=52.512797,lon=13.327162,alt=0.00} (at simulation time 60.500,900,000 s)
2023-07-08 13:10:59,933 INFO  - VEHICLE:veh_0 (at simulation time 60.600,400,000 s)
2023-07-08 13:10:59,933 INFO  - GEOLOCATION:GeoPoint{lat=52.512797,lon=13.327162,alt=0.00} (at simulation time 60.600,400,000 s)
2023-07-08 13:10:59,933 INFO  - VEHICLE:veh_0 (at simulation time 60.701,900,000 s)
2023-07-08 13:10:59,933 INFO  - GEOLOCATION:GeoPoint{lat=52.512797,lon=13.327162,alt=0.00} (at simulation time 60.701,900,000 s)
2023-07-08 13:10:59,933 INFO  - VEHICLE:veh_0 (at simulation time 60.800,400,000 s)
2023-07-08 13:10:59,933 INFO  - GEOLOCATION:GeoPoint{lat=52.512797,lon=13.327162,alt=0.00} (at simulation time 60.800,400,000 s)
2023-07-08 13:10:59,933 INFO  - VEHICLE:veh_0 (at simulation time 60.900,400,000 s)
2023-07-08 13:10:59,933 INFO  - GEOLOCATION:GeoPoint{lat=52.512797,lon=13.327162,alt=0.00} (at simulation time 60.900,400,000 s)
2023-07-08 13:10:59,934 INFO  - VEHICLE:veh_0 (at simulation time 61.001,400,000 s)
2023-07-08 13:10:59,934 INFO  - GEOLOCATION:GeoPoint{lat=52.512810,lon=13.327325,alt=0.00} (at simulation time 61.001,400,000 s)
2023-07-08 13:10:59,934 INFO  - VEHICLE:veh_0 (at simulation time 61.101,400,000 s)
2023-07-08 13:10:59,934 INFO  - GEOLOCATION:GeoPoint{lat=52.512810,lon=13.327325,alt=0.00} (at simulation time 61.101,400,000 s)
2023-07-08 13:10:59,934 INFO  - VEHICLE:veh_0 (at simulation time 61.200,400,000 s)
2023-07-08 13:10:59,935 INFO  - GEOLOCATION:GeoPoint{lat=52.512810,lon=13.327325,alt=0.00} (at simulation time 61.200,400,000 s)
2023-07-08 13:10:59,935 INFO  - VEHICLE:veh_0 (at simulation time 61.301,400,000 s)
2023-07-08 13:10:59,935 INFO  - GEOLOCATION:GeoPoint{lat=52.512810,lon=13.327325,alt=0.00} (at simulation time 61.301,400,000 s)
2023-07-08 13:10:59,935 INFO  - VEHICLE:veh_0 (at simulation time 61.400,400,000 s)
2023-07-08 13:10:59,935 INFO  - GEOLOCATION:GeoPoint{lat=52.512810,lon=13.327325,alt=0.00} (at simulation time 61.400,400,000 s)
2023-07-08 13:10:59,935 INFO  - VEHICLE:veh_0 (at simulation time 61.502,400,000 s)
2023-07-08 13:10:59,935 INFO  - GEOLOCATION:GeoPoint{lat=52.512810,lon=13.327325,alt=0.00} (at simulation time 61.502,400,000 s)
2023-07-08 13:10:59,935 INFO  - VEHICLE:veh_0 (at simulation time 61.600,900,000 s)
2023-07-08 13:10:59,935 INFO  - GEOLOCATION:GeoPoint{lat=52.512810,lon=13.327325,alt=0.00} (at simulation time 61.600,900,000 s)
2023-07-08 13:10:59,935 INFO  - VEHICLE:veh_0 (at simulation time 61.701,900,000 s)
2023-07-08 13:10:59,935 INFO  - GEOLOCATION:GeoPoint{lat=52.512810,lon=13.327325,alt=0.00} (at simulation time 61.701,900,000 s)
2023-07-08 13:10:59,936 INFO  - VEHICLE:veh_0 (at simulation time 61.801,900,000 s)
2023-07-08 13:10:59,936 INFO  - GEOLOCATION:GeoPoint{lat=52.512810,lon=13.327325,alt=0.00} (at simulation time 61.801,900,000 s)
2023-07-08 13:10:59,936 INFO  - VEHICLE:veh_0 (at simulation time 61.901,400,000 s)
2023-07-08 13:10:59,936 INFO  - GEOLOCATION:GeoPoint{lat=52.512810,lon=13.327325,alt=0.00} (at simulation time 61.901,400,000 s)
2023-07-08 13:10:59,936 INFO  - VEHICLE:veh_0 (at simulation time 62.001,900,000 s)
2023-07-08 13:10:59,937 INFO  - GEOLOCATION:GeoPoint{lat=52.512825,lon=13.327508,alt=0.00} (at simulation time 62.001,900,000 s)
2023-07-08 13:10:59,937 INFO  - VEHICLE:veh_0 (at simulation time 62.101,900,000 s)
2023-07-08 13:10:59,937 INFO  - GEOLOCATION:GeoPoint{lat=52.512825,lon=13.327508,alt=0.00} (at simulation time 62.101,900,000 s)
2023-07-08 13:10:59,937 INFO  - VEHICLE:veh_0 (at simulation time 62.202,400,000 s)
2023-07-08 13:10:59,937 INFO  - GEOLOCATION:GeoPoint{lat=52.512825,lon=13.327508,alt=0.00} (at simulation time 62.202,400,000 s)
2023-07-08 13:10:59,937 INFO  - VEHICLE:veh_0 (at simulation time 62.300,900,000 s)
2023-07-08 13:10:59,937 INFO  - GEOLOCATION:GeoPoint{lat=52.512825,lon=13.327508,alt=0.00} (at simulation time 62.300,900,000 s)
2023-07-08 13:10:59,937 INFO  - VEHICLE:veh_0 (at simulation time 62.401,900,000 s)
2023-07-08 13:10:59,937 INFO  - GEOLOCATION:GeoPoint{lat=52.512825,lon=13.327508,alt=0.00} (at simulation time 62.401,900,000 s)
2023-07-08 13:10:59,937 INFO  - VEHICLE:veh_0 (at simulation time 62.502,400,000 s)
2023-07-08 13:10:59,937 INFO  - GEOLOCATION:GeoPoint{lat=52.512825,lon=13.327508,alt=0.00} (at simulation time 62.502,400,000 s)
2023-07-08 13:10:59,937 INFO  - VEHICLE:veh_0 (at simulation time 62.601,900,000 s)
2023-07-08 13:10:59,937 INFO  - GEOLOCATION:GeoPoint{lat=52.512825,lon=13.327508,alt=0.00} (at simulation time 62.601,900,000 s)
2023-07-08 13:10:59,938 INFO  - VEHICLE:veh_0 (at simulation time 62.700,400,000 s)
2023-07-08 13:10:59,938 INFO  - GEOLOCATION:GeoPoint{lat=52.512825,lon=13.327508,alt=0.00} (at simulation time 62.700,400,000 s)
2023-07-08 13:10:59,938 INFO  - VEHICLE:veh_0 (at simulation time 62.801,900,000 s)
2023-07-08 13:10:59,938 INFO  - GEOLOCATION:GeoPoint{lat=52.512825,lon=13.327508,alt=0.00} (at simulation time 62.801,900,000 s)
2023-07-08 13:10:59,938 INFO  - VEHICLE:veh_0 (at simulation time 62.901,400,000 s)
2023-07-08 13:10:59,938 INFO  - GEOLOCATION:GeoPoint{lat=52.512825,lon=13.327508,alt=0.00} (at simulation time 62.901,400,000 s)
2023-07-08 13:10:59,939 INFO  - VEHICLE:veh_0 (at simulation time 63.002,400,000 s)
2023-07-08 13:10:59,939 INFO  - GEOLOCATION:GeoPoint{lat=52.512840,lon=13.327704,alt=0.00} (at simulation time 63.002,400,000 s)
2023-07-08 13:10:59,939 INFO  - VEHICLE:veh_0 (at simulation time 63.101,400,000 s)
2023-07-08 13:10:59,939 INFO  - GEOLOCATION:GeoPoint{lat=52.512840,lon=13.327704,alt=0.00} (at simulation time 63.101,400,000 s)
2023-07-08 13:10:59,939 INFO  - VEHICLE:veh_0 (at simulation time 63.201,400,000 s)
2023-07-08 13:10:59,939 INFO  - GEOLOCATION:GeoPoint{lat=52.512840,lon=13.327704,alt=0.00} (at simulation time 63.201,400,000 s)
2023-07-08 13:10:59,939 INFO  - VEHICLE:veh_0 (at simulation time 63.301,400,000 s)
2023-07-08 13:10:59,939 INFO  - GEOLOCATION:GeoPoint{lat=52.512840,lon=13.327704,alt=0.00} (at simulation time 63.301,400,000 s)
2023-07-08 13:10:59,939 INFO  - VEHICLE:veh_0 (at simulation time 63.401,900,000 s)
2023-07-08 13:10:59,940 INFO  - GEOLOCATION:GeoPoint{lat=52.512840,lon=13.327704,alt=0.00} (at simulation time 63.401,900,000 s)
2023-07-08 13:10:59,940 INFO  - VEHICLE:veh_0 (at simulation time 63.501,900,000 s)
2023-07-08 13:10:59,940 INFO  - GEOLOCATION:GeoPoint{lat=52.512840,lon=13.327704,alt=0.00} (at simulation time 63.501,900,000 s)
2023-07-08 13:10:59,940 INFO  - VEHICLE:veh_0 (at simulation time 63.600,900,000 s)
2023-07-08 13:10:59,940 INFO  - GEOLOCATION:GeoPoint{lat=52.512840,lon=13.327704,alt=0.00} (at simulation time 63.600,900,000 s)
2023-07-08 13:10:59,940 INFO  - VEHICLE:veh_0 (at simulation time 63.702,400,000 s)
2023-07-08 13:10:59,940 INFO  - GEOLOCATION:GeoPoint{lat=52.512840,lon=13.327704,alt=0.00} (at simulation time 63.702,400,000 s)
2023-07-08 13:10:59,940 INFO  - VEHICLE:veh_0 (at simulation time 63.801,400,000 s)
2023-07-08 13:10:59,940 INFO  - GEOLOCATION:GeoPoint{lat=52.512840,lon=13.327704,alt=0.00} (at simulation time 63.801,400,000 s)
2023-07-08 13:10:59,940 INFO  - VEHICLE:veh_0 (at simulation time 63.902,400,000 s)
2023-07-08 13:10:59,940 INFO  - GEOLOCATION:GeoPoint{lat=52.512840,lon=13.327704,alt=0.00} (at simulation time 63.902,400,000 s)
2023-07-08 13:10:59,941 INFO  - VEHICLE:veh_0 (at simulation time 64.000,400,000 s)
2023-07-08 13:10:59,941 INFO  - GEOLOCATION:GeoPoint{lat=52.512856,lon=13.327901,alt=0.00} (at simulation time 64.000,400,000 s)
2023-07-08 13:10:59,941 INFO  - VEHICLE:veh_0 (at simulation time 64.101,900,000 s)
2023-07-08 13:10:59,941 INFO  - GEOLOCATION:GeoPoint{lat=52.512856,lon=13.327901,alt=0.00} (at simulation time 64.101,900,000 s)
2023-07-08 13:10:59,941 INFO  - VEHICLE:veh_0 (at simulation time 64.202,400,000 s)
2023-07-08 13:10:59,941 INFO  - GEOLOCATION:GeoPoint{lat=52.512856,lon=13.327901,alt=0.00} (at simulation time 64.202,400,000 s)
2023-07-08 13:10:59,942 INFO  - VEHICLE:veh_0 (at simulation time 64.300,400,000 s)
2023-07-08 13:10:59,942 INFO  - GEOLOCATION:GeoPoint{lat=52.512856,lon=13.327901,alt=0.00} (at simulation time 64.300,400,000 s)
2023-07-08 13:10:59,942 INFO  - VEHICLE:veh_0 (at simulation time 64.401,900,000 s)
2023-07-08 13:10:59,942 INFO  - GEOLOCATION:GeoPoint{lat=52.512856,lon=13.327901,alt=0.00} (at simulation time 64.401,900,000 s)
2023-07-08 13:10:59,942 INFO  - VEHICLE:veh_0 (at simulation time 64.502,400,000 s)
2023-07-08 13:10:59,942 INFO  - GEOLOCATION:GeoPoint{lat=52.512856,lon=13.327901,alt=0.00} (at simulation time 64.502,400,000 s)
2023-07-08 13:10:59,942 INFO  - VEHICLE:veh_0 (at simulation time 64.601,900,000 s)
2023-07-08 13:10:59,942 INFO  - GEOLOCATION:GeoPoint{lat=52.512856,lon=13.327901,alt=0.00} (at simulation time 64.601,900,000 s)
2023-07-08 13:10:59,942 INFO  - VEHICLE:veh_0 (at simulation time 64.700,900,000 s)
2023-07-08 13:10:59,942 INFO  - GEOLOCATION:GeoPoint{lat=52.512856,lon=13.327901,alt=0.00} (at simulation time 64.700,900,000 s)
2023-07-08 13:10:59,942 INFO  - VEHICLE:veh_0 (at simulation time 64.801,400,000 s)
2023-07-08 13:10:59,942 INFO  - GEOLOCATION:GeoPoint{lat=52.512856,lon=13.327901,alt=0.00} (at simulation time 64.801,400,000 s)
